userId,rating,movieId
1774181,3.0,3515
54482,5.0,2913
1610234,1.0,1612
2302855,5.0,1306
608538,2.0,4080
495462,3.0,3624
638156,5.0,2152
866246,4.0,361
632584,4.0,2452
1496125,4.0,554
2283319,4.0,3730
1351564,4.0,3106
701112,5.0,1220
1860885,3.0,2290
704249,4.0,1068
882300,3.0,2348
2142137,5.0,4043
2284606,4.0,851
2286380,4.0,269
2040925,5.0,1595
1918316,3.0,524
1632291,4.0,4185
2378393,4.0,658
1925685,3.0,482
1367955,4.0,3095
2640816,3.0,4384
714757,4.0,4054
926006,5.0,937
1015055,4.0,3860
2537543,5.0,2172
2294267,2.0,3165
1977780,4.0,720
2163245,4.0,2698
2525037,4.0,760
1388583,3.0,1428
914138,5.0,2913
667235,2.0,4355
2171839,3.0,3925
2633306,4.0,1692
2123871,4.0,3938
48282,4.0,2617
2094891,4.0,3624
1910320,3.0,2922
1905415,5.0,3638
979016,4.0,1962
1800528,3.0,1307
1220672,1.0,4266
715270,4.0,1901
780794,3.0,1832
801291,4.0,2400
1389295,4.0,47
329670,4.0,299
2374726,4.0,2152
127920,3.0,550
70565,5.0,1542
224335,5.0,940
451542,2.0,3624
540649,5.0,2452
2108785,3.0,2782
2483020,4.0,1542
803090,2.0,3522
2137795,3.0,3420
2266772,4.0,3427
767666,5.0,2743
84411,1.0,1918
1608757,4.0,1659
1276059,2.0,4056
1344484,2.0,1905
17890,2.0,1693
169251,2.0,1011
1789890,5.0,1542
1169904,3.0,1975
377907,5.0,2808
2404849,4.0,1425
296253,5.0,1324
733829,5.0,4432
1943475,4.0,2567
1709175,4.0,30
2277528,3.0,1138
1013772,5.0,3079
1561406,5.0,2452
1266588,1.0,1046
1314869,3.0,3275
2495566,4.0,4189
783154,4.0,3102
2518863,3.0,711
370222,4.0,2186
1892457,3.0,1719
1735572,4.0,3925
693239,4.0,1975
1041381,4.0,30
1103030,4.0,2612
394655,2.0,1905
2160091,3.0,3274
179460,5.0,4256
1000904,4.0,3624
1317671,1.0,3182
1633556,3.0,1470
2425137,3.0,394
2163553,3.0,1466
2506563,3.0,3943
408385,4.0,2499
2570079,4.0,550
950718,3.0,4402
1692076,4.0,3928
2295773,5.0,1307
1483254,5.0,3371
826336,3.0,3466
2528057,3.0,4402
1867807,5.0,550
733257,5.0,2465
2375457,3.0,1307
1719745,3.0,929
780982,5.0,1905
1675755,3.0,482
1547201,5.0,2780
1299338,3.0,658
2105891,4.0,831
156767,4.0,1703
629234,4.0,1578
1100083,4.0,571
1128432,4.0,57
1396648,3.0,3239
1689743,5.0,3371
1130999,5.0,1974
1157818,4.0,273
1893558,5.0,2922
1477368,5.0,1255
1390218,5.0,1406
844517,4.0,4432
2477048,5.0,312
1111226,5.0,3903
1337409,4.0,2743
837088,4.0,3938
1970584,3.0,3106
1762582,3.0,483
2166728,5.0,3611
840737,3.0,3756
892629,3.0,2992
86365,4.0,1455
1707460,4.0,720
1097929,5.0,1810
1616634,2.0,1590
2130888,5.0,4479
1227109,5.0,3427
840763,4.0,1110
1836777,5.0,3864
2183677,3.0,3385
2035595,4.0,213
728085,3.0,4380
2572000,4.0,2033
1770038,3.0,3222
197374,3.0,58
621553,5.0,3222
715565,4.0,1045
1374049,3.0,4490
1104126,5.0,4306
1219748,3.0,4141
1028142,5.0,494
2053263,5.0,197
2069641,5.0,1798
1491887,3.0,3179
854200,4.0,28
749827,5.0,3082
1142223,3.0,3427
151319,4.0,3966
2165902,3.0,3368
156863,3.0,3643
1707201,4.0,2495
503813,4.0,3475
1433357,3.0,4492
805379,3.0,985
1202659,3.0,4190
915268,3.0,516
563342,5.0,3446
1528329,3.0,4389
592951,4.0,1582
2109701,5.0,571
1231933,2.0,850
2128344,4.0,1665
2597382,3.0,1026
2092505,3.0,1295
484675,3.0,522
2017088,3.0,2852
258675,4.0,1307
1514430,3.0,30
514718,5.0,1180
290360,2.0,187
575705,3.0,3736
231874,5.0,2342
98100,5.0,1625
75082,2.0,3106
1172158,5.0,468
899601,4.0,4345
731133,3.0,2252
1675494,4.0,1905
1671924,4.0,187
798159,3.0,1561
1565111,5.0,607
779904,2.0,1138
2031252,4.0,2418
2096985,4.0,148
1939561,2.0,2457
1411994,4.0,4266
315484,3.0,533
2382505,4.0,1682
1800459,5.0,723
2537424,5.0,2660
124984,5.0,3817
1553176,2.0,3078
217178,5.0,4353
1998230,4.0,3894
1672386,3.0,2200
1365170,5.0,3559
216290,4.0,1060
293744,4.0,670
965730,2.0,4364
1593840,4.0,108
2086446,2.0,4056
812915,5.0,1759
2213246,1.0,4123
806115,5.0,4345
1449683,4.0,405
1818212,5.0,1810
1117548,3.0,483
1938340,4.0,851
1487442,3.0,483
517148,3.0,4432
1727327,5.0,175
1848294,5.0,2690
996620,3.0,3894
2556992,5.0,2594
2277935,2.0,2269
538178,2.0,2771
402225,4.0,357
246714,2.0,3148
744706,2.0,197
2540853,2.0,2391
595095,4.0,2452
560777,4.0,1917
2351650,3.0,2152
1107588,3.0,58
369788,3.0,1572
537048,3.0,3427
2572647,2.0,3756
119682,3.0,30
761997,3.0,2482
2629092,3.0,1406
2415589,4.0,2214
2102768,2.0,3605
2393809,4.0,1975
713980,2.0,1145
899797,4.0,2809
1391554,3.0,1267
2220342,5.0,468
958738,5.0,1905
636184,4.0,1180
1436545,4.0,798
1635209,2.0,4315
546,4.0,273
1620218,2.0,4345
211344,5.0,3364
2218289,3.0,118
1062333,4.0,3106
2313732,4.0,607
496432,2.0,4377
1540380,3.0,2033
1331877,4.0,1401
2234041,5.0,3106
1467756,4.0,3364
1081426,1.0,1102
270110,5.0,2209
71005,5.0,1428
1935746,3.0,3782
142522,4.0,1307
504063,3.0,2558
637803,4.0,3825
1240678,5.0,482
1361918,4.0,2200
1258916,1.0,3496
1137764,4.0,4078
716173,4.0,330
2503395,3.0,1406
681829,4.0,2209
818020,3.0,825
576110,5.0,3153
1001533,3.0,1754
1484808,4.0,330
1497896,2.0,1962
